"time"	"method"	"train"	"testing"	"validation"	"runTime"	"train_cols"	"train_rows"	"test_rows"	"val_rows"
"2015-11-24 16:11:27"	"J48"	0.609445462431607	0.617139517108044	0.618309238548858	2.6	21	10142	111205	47659
"2015-11-24 16:11:29"	"OneR"	0.538455617218159	0.553068656984848	0.552676304580457	1.7	21	10142	111205	47659
"2015-11-24 16:11:41"	"JRip"	0.616941937651122	0.628955532574974	0.62538030592333	12.1	21	10142	111205	47659
"2015-11-24 16:25:57"	"extraTrees"	NA	0.655519086372016	0.657294529889423	871.4	21	10142	111205	47659
"2015-11-24 16:31:35"	"RRF"	0.634194742985952	0.640789532844746	0.640928261188863	325.5	21	10142	111205	47659
"2015-11-24 16:32:18"	"LMT"	0.652828954238414	0.652488647093206	0.653811452191611	41.3	21	10142	111205	47659
"2015-11-24 16:32:33"	"C5.0Tree"	0.612995087409803	0.626878287846769	0.626408443316058	18.3	21	10142	111205	47659
"2015-11-24 16:32:51"	"C5.0Rules"	0.627688346584668	0.637768085967358	0.637109465158732	17.4	21	10142	111205	47659
"2015-11-24 16:35:49"	"ctree2"	0.599486660284558	0.600854278134976	0.601796093077908	175.1	21	10142	111205	47659
