"time"	"method"	"train"	"testing"	"validation"	"runTime"	"train_cols"	"train_rows"	"test_rows"	"val_rows"	"result"
"2015-12-08 10:06:21"	"glmboost"	0.645632805905142	0.641751719796772	0.637067500367192	7.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 10:11:06"	"rotationForest"	0.62847563860464	0.626006024908952	0.623953503010974	292.5	93	10142	111205	47659	"SUCCESS"
"2015-12-08 10:14:00"	"rotationForestCp"	0.634588149117558	0.640591700013489	0.634591577666338	176.5	93	10142	111205	47659	"SUCCESS"
"2015-12-08 10:14:50"	"rFerns"	0.603530933576878	0.611546243424306	0.608447512536981	40.5	93	10142	111205	47659	"SUCCESS"
"2015-12-08 10:14:55"	"dwdLinear"	0.648097772521191	0.646967312620835	0.642585870454689	3.8	93	10142	111205	47659	"SUCCESS"
"2015-12-08 10:15:11"	"LogitBoost"	0.58114656197038	0.583409019378625	0.579114123250593	20.1	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:12:05"	"plr"	0.65233659576106	0.650132637920957	0.644998845968233	3410.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:12:09"	"lda"	0.651152950675168	0.642884762375793	0.639123775152647	3.9	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:16:50"	"ada"	0.652927894423355	0.65410727934895	0.647642627835246	310.7	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:21:24"	"svmLinear"	0.645632951748575	0.646598624162583	0.642543905663149	244.1	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:26:39"	"nb"	0.588640750871998	0.582617688053595	0.578967246480203	400.5	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:28:10"	"bayesglm"	0.655295720895339	0.648451058855267	0.644726074823223	6.3	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:35:04"	"avNNet"	0.641095683494355	0.643748032912189	0.640781384418473	414	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:40:52"	"bstTree"	0.589429535876791	0.591034575783463	0.589311567594788	375.7	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:48:03"	"bagEarth"	0.666041873399733	0.663225574389641	0.660882519566084	412.8	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:51:34"	"bagEarthGCV"	0.663478587558855	0.662587113888764	0.659057051134099	209.9	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:53:07"	"BstLm"	0.528100995993973	0.528087765837867	0.528126901529617	83.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 11:53:08"	"bstSm"	NA	NA	NA	0.5	93	10142	111205	47659	"Error in train.default(x, y, weights = w, ...): Stopping|"
"2015-12-08 12:08:40"	"nodeHarvest"	0.625122559740219	0.615116226788364	0.612329255754422	935.3	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:12:29"	"bagFDAGCV"	0.660718179733947	0.664043882918933	0.660588766025305	247.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:14:09"	"bdk"	0.564976316197714	0.554147745155344	0.550871818544241	79.6	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:15:08"	"CSimca"	0.580260854249846	0.582608695652174	0.579261000020982	79.8	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:16:06"	"dnn"	0.540326146752329	0.528105750640709	0.528105919133847	37.6	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:16:11"	"elm"	0.577901105399627	0.546288386313565	0.540947145345056	4.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:20:02"	"gamLoess"	0.62897141877075	0.65804595117126	0.652636438028494	234.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:23:12"	"gamSpline"	0.658057683268073	0.656184524077155	0.653769487400071	189.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 12:23:34"	"glmnet"	0.652040854413142	0.649332314194506	0.645313581904782	18.6	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:24:53"	"glmStepAIC"	0.653520222942105	0.647371970684771	0.642900606391238	3680	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:34:56"	"hda"	0.560736731018623	0.561224765073513	0.55972638955916	611.7	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:35:11"	"hdda"	0.544469735938143	0.541585360370487	0.540548479825426	6.8	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:35:14"	"kernelpls"	0.574938618069674	0.572366350433883	0.567384964015191	3.3	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:41:15"	"knn"	0.592092135713732	0.599037813047974	0.595732180700392	507.9	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:43:48"	"pam"	0.578091662014261	0.572995818533339	0.570070710673745	5.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:47:29"	"parRF"	0.652435906186503	0.661436086506902	0.656790952390944	222.6	93	10142	111205	47659	"SUCCESS"
"2015-12-08 13:49:09"	"PART"	0.575527126439195	0.58099006339643	0.578065003462095	99.1	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:01:33"	"partDSA"	0.562514040569811	0.55871588507711	0.555215174468621	744.9	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:02:33"	"RSimca"	0.535102151657336	0.561746324355919	0.560271931849179	67.4	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:02:48"	"sda"	0.644449403121166	0.643271435636887	0.638641180049938	6.1	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:03:21"	"sdwd"	0.637350474020326	0.631887055438155	0.624624939675612	32.9	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:03:24"	"simpls"	0.574836728276766	0.572366350433883	0.567384964015191	3.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:03:29"	"slda"	0.619500725425236	0.636536126972708	0.632598250068193	5.7	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:04:27"	"sparseLDA"	0.63902615672802	0.639782383885617	0.634549612874798	57.8	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:41:01"	"svmPoly"	0.64849165804732	0.646382806528483	0.642480958475839	2233.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:46:24"	"svmRadial"	0.645337385447276	0.64702126702936	0.642187204935059	327.2	93	10142	111205	47659	"SUCCESS"
"2015-12-08 14:51:52"	"svmRadialCost"	0.650660612414076	0.647003282226519	0.64204032816467	328	93	10142	111205	47659	"SUCCESS"
"2015-12-08 15:02:38"	"svmRadialWeights"	0.64247687898691	0.646949327817994	0.64212425774775	645.9	93	10142	111205	47659	"SUCCESS"
