"time"	"method"	"train"	"testing"	"validation"	"runTime"	"train_cols"	"train_rows"	"test_rows"	"val_rows"	"result"
"2015-11-30 12:14:58"	"rf"	0.665844702841473	0.663000764354121	0.664029878931576	543.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:15:08"	"glm"	0.651746862668939	0.655033496695292	0.654084223336621	5.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:15:19"	"rpart"	0.59583740116197	0.593543455779866	0.593591976331858	11.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:15:29"	"rpart2"	0.60136130833033	0.606726316262758	0.608111794204662	10.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:26:22"	"AdaBag"	0.609346959776965	0.601375837417382	0.600180448603622	693.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:27:44"	"gbm"	0.663774630046295	0.663396430016636	0.665918294550872	41.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:27:45"	"bagFDA"	NA	NA	NA	0.3	115	10142	111205	47659	"Error in models$grid(x = x, y = y, len = tuneLength, search = trControl$search): could not find function \"fda\"|"
"2015-11-30 12:28:00"	"gcvEarth"	0.655788388929907	0.658432624432355	0.661176273106863	15.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:38:58"	"ranger"	0.660816857400708	0.66197563059215	0.664806227575064	670.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:39:42"	"earth"	0.65154976148765	0.658432624432355	0.661176273106863	31.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:39:45"	"fda"	NA	NA	NA	2	115	10142	111205	47659	"Error in library(pkg, character.only = TRUE, logical.return = TRUE, lib.loc = lib.loc, : Package ‘class’ version 7.3.14 cannot be unloaded|"
"2015-11-30 12:40:11"	"xgbTree"	0.663480171741101	0.662362303853244	0.661176273106863	27.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:42:32"	"xgbLinear"	0.64671266958034	0.652003057416483	0.651860089385006	140.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:45:44"	"C5.0"	0.642576160899142	0.65556404837912	0.655909691768606	204.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:55:53"	"RRFglobal"	0.660027173548435	0.660932512027337	0.663736125390797	600.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 12:57:18"	"treebag"	0.642378222191887	0.643855941729239	0.642606852850458	91.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 13:26:38"	"AdaBoost.M1"	0.654506270392558	0.659259925363068	0.65832266728215	1789.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 13:27:32"	"J48"	0.580851369790691	0.577644890067893	0.577162760443988	16.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 13:27:40"	"OneR"	0.524652674502558	0.522728294591071	0.523028179357519	8.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 13:28:25"	"JRip"	0.594260244188577	0.60697810350254	0.608594389307371	44	115	10142	111205	47659	"SUCCESS"
"2015-11-30 13:36:27"	"extraTrees"	NA	0.655869790027427	0.658133825720221	496.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:04:29"	"RRF"	0.623152644987332	0.631194640528753	0.634360771312868	1671.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:08:13"	"LMT"	0.648195333360169	0.657614315903062	0.659266875091798	221.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:08:59"	"C5.0Tree"	0.611615700220574	0.614261948653388	0.612685956482511	56.6	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:09:55"	"C5.0Rules"	0.610332365516312	0.621815565846859	0.62122579156088	55.9	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:10:32"	"ctree2"	0.585585243444775	0.587554516433614	0.584569546150779	29.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:11:52"	"blackboost"	0.636559827601395	0.645150847533834	0.647432803877547	80.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:12:10"	"gamboost"	NA	NA	NA	12.9	115	10142	111205	47659	"Error in train.default(x, y, weights = w, ...): Stopping|"
"2015-11-30 14:12:17"	"glmboost"	0.636561636059964	0.639305786610314	0.643089447953167	8.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:18:10"	"rotationForest"	0.631533858719716	0.627013173868081	0.62569504185988	363.6	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:22:08"	"rotationForestCp"	0.633307781563873	0.639971224315453	0.638305461717619	238.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:23:02"	"rFerns"	0.606782536357309	0.612886111236006	0.61306363960637	42.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:23:07"	"dwdLinear"	0.648097014359581	0.655447147160649	0.65412618812816	4.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 14:23:28"	"LogitBoost"	0.587064620891663	0.555550559776988	0.552277639060828	25	115	10142	111205	47659	"SUCCESS"
"2015-11-30 15:59:37"	"plr"	0.651350947719796	0.656993840205027	0.657063723535953	5765.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 15:59:42"	"lda"	0.643167439345175	0.648738815700733	0.648083258146415	5.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:05:38"	"ada"	0.650364841931971	0.655384200350704	0.655615938227827	391.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:11:35"	"svmLinear"	0.652533329599742	0.655222337125129	0.654042258545081	322.7	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:20:21"	"nb"	0.574738400634244	0.580135785261454	0.576659182945509	660.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:22:43"	"bayesglm"	0.65056231394024	0.655375207949283	0.654713695209719	7.9	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:22:45"	"avNNet"	NA	NA	NA	0.3	115	10142	111205	47659	"Error in library(p, character.only = TRUE): Package ‘nnet’ version 7.3.11 cannot be unloaded|"
"2015-11-30 16:29:51"	"bstTree"	0.595839617326676	0.59460455914752	0.594683060911895	459.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:39:25"	"bagEarth"	0.665945771616062	0.661481048514006	0.664239702889276	552.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:43:50"	"bagEarthGCV"	0.664169214551441	0.661723843352367	0.664533456430055	266.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:45:14"	"BstLm"	0.528100966825286	0.530983319095364	0.531442120061269	71.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 16:45:16"	"bstSm"	NA	NA	NA	0.8	115	10142	111205	47659	"Error in train.default(x, y, weights = w, ...): Stopping|"
"2015-11-30 17:02:27"	"nodeHarvest"	0.617037779866256	0.62024189559822	0.619610147086594	1034.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:07:15"	"bagFDAGCV"	0.664464148870281	0.661382132098377	0.663694160599257	309.3	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:07:40"	"bdk"	NA	NA	NA	0.3	115	10142	111205	47659	"Error in library(pkg, character.only = TRUE, logical.return = TRUE, lib.loc = lib.loc, : Package ‘class’ version 7.3.14 cannot be unloaded|"
"2015-11-30 17:08:58"	"CSimca"	0.581146153729514	0.581349759453262	0.579302964812522	106.7	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:10:08"	"dnn"	0.538160140061609	0.528105750640709	0.528105919133847	41.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:10:13"	"elm"	0.557189471584686	0.579407400746369	0.577183742839757	4.6	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:15:45"	"gamLoess"	0.658449244579436	0.658837282496291	0.660420906859145	335.9	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:19:35"	"gamSpline"	0.66279088619761	0.663414414819477	0.666295977674731	227.6	115	10142	111205	47659	"SUCCESS"
"2015-11-30 17:20:02"	"glmnet"	0.652534087985593	0.65511442830808	0.655615938227827	25.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:27:41"	"glmStepAIC"	0.647013301504463	0.654170226158896	0.654692712813949	7659.7	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:46:00"	"hda"	0.541808180447129	0.537358931702711	0.535659581611028	1108.9	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:46:18"	"hdda"	0.543383783493674	0.537448855716919	0.537275226085314	8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:46:22"	"kernelpls"	0.568822495124454	0.574506541972034	0.574728802534673	3.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:53:05"	"knn"	0.600572114618937	0.595845510543591	0.601292515579429	664	115	10142	111205	47659	"SUCCESS"
"2015-11-30 19:57:30"	"pam"	0.571090243832719	0.575999280607886	0.573931471495415	5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:02:02"	"parRF"	0.659830751612883	0.660006294680995	0.661008413940704	273.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:03:39"	"PART"	0.564483857173776	0.584946720021582	0.579995383872931	96.2	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:19:10"	"partDSA"	0.565175479420578	0.555919248235241	0.556096435090959	931.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:20:15"	"RSimca"	0.54939772495912	0.554822175261904	0.555257139260161	72.5	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:20:32"	"sda"	0.640701956110461	0.648792770109258	0.648607818040664	6.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:21:19"	"sdwd"	0.631235966720205	0.636320309338609	0.636312134119474	47.1	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:21:22"	"simpls"	0.569216126550097	0.574506541972034	0.574728802534673	3.4	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:21:28"	"slda"	0.635279555609226	0.638631356503754	0.639291634318807	6.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 20:22:52"	"sparseLDA"	0.625613906783447	0.622076345488063	0.622946348014016	82.8	115	10142	111205	47659	"SUCCESS"
"2015-11-30 21:04:43"	"svmPoly"	0.650955341948382	0.654763724652669	0.65444092406471	2535.7	115	10142	111205	47659	"SUCCESS"
"2015-11-30 21:10:11"	"svmRadial"	0.640208392764532	0.653891461714851	0.652720367611574	348.3	115	10142	111205	47659	"SUCCESS"
"2015-11-30 21:16:00"	"svmRadialCost"	0.643069061524231	0.653891461714851	0.652720367611574	349.9	115	10142	111205	47659	"SUCCESS"
"2015-11-30 21:27:36"	"svmRadialWeights"	0.641491464950614	0.653909446517693	0.652783314798884	695.5	115	10142	111205	47659	"SUCCESS"
