"time"	"method"	"train"	"testing"	"validation"	"runTime"	"train_cols"	"train_rows"	"test_rows"	"val_rows"	"result"
"2015-11-27 16:54:43"	"OneR"	0.540324283216518	0.554606357627805	0.546612392202942	2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 16:54:54"	"JRip"	0.62127870271683	0.630637111640664	0.628716506850752	11.5	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:13:02"	"extraTrees"	NA	0.655986691245897	0.65439895927317	4702.6	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:18:38"	"RRF"	0.636265340541499	0.638658333708017	0.63805367296838	324.6	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:19:22"	"LMT"	0.646520438207012	0.651481498134077	0.653748505004301	40.6	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:19:33"	"C5.0Tree"	0.611418694911289	0.624926936738456	0.62957678507732	13.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:19:47"	"C5.0Rules"	0.61684129959333	0.632993120812913	0.635661679850605	14.4	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:19:55"	"ctree2"	0.599387253400631	0.603884717413785	0.605488994733419	4.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:20:14"	"blackboost"	0.627885001869713	0.639422687828785	0.639732264629975	20.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:21:03"	"gamboost"	0.635474964920446	0.64567240681624	0.645208669925932	62.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:21:22"	"glmboost"	0.6325180977116	0.635726810844836	0.638830021611868	3.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:22:17"	"rotationForest"	0.633208841378932	0.638793219729329	0.639039845569567	57.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:23:04"	"rotationForestCp"	0.637053303441263	0.644944022301156	0.642480958475839	47.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:23:45"	"rFerns"	0.621378524430883	0.634090193786251	0.636521958077173	39.1	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:23:48"	"dwdLinear"	0.63054673202786	0.632201789487883	0.638263496926079	1.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:24:01"	"LogitBoost"	0.596232018233929	0.59437075671058	0.592291067794121	16.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:28:43"	"plr"	0.642378718059559	0.644188660581808	0.647076103149458	278.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:28:45"	"lda"	0.632911678838077	0.635816734859044	0.640550578065003	1.5	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:30:46"	"ada"	0.640011854154233	0.647875545164336	0.649279254705302	128	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:31:09"	"svmLinear"	0.637941460779492	0.638838181736433	0.642984535974318	16.5	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:36:34"	"nb"	0.575034841996142	0.57952430196484	0.581757905117606	451.3	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:38:43"	"bayesglm"	0.64079982550619	0.644080751764759	0.647222979919847	2.1	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:38:43"	"avNNet"	NA	NA	NA	0.2	21	10142	111205	47659	"Error in library(p, character.only = TRUE): Package ‘nnet’ version 7.3.11 cannot be unloaded|"
"2015-11-27 18:41:36"	"bstTree"	0.590513298737836	0.600503574479565	0.598774628087035	177.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:44:12"	"bagEarth"	0.650264890002414	0.661615934535318	0.664449526846975	158.4	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:45:42"	"bagEarthGCV"	0.655984743610162	0.661157322062857	0.664743280387755	92.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:46:39"	"BstLm"	0.528100968463976	0.528105750640709	0.528105919133847	48.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 18:51:12"	"bstSm"	0.578288584302322	0.580972078593588	0.578841352105583	273.6	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:00:36"	"nodeHarvest"	0.61496776568444	0.623083494447192	0.622820453639397	564.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:02:14"	"bagFDAGCV"	0.655690177841386	0.660554831167663	0.665267840282003	114.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:02:34"	"bdk"	NA	NA	NA	0.3	21	10142	111205	47659	"Error in library(pkg, character.only = TRUE, logical.return = TRUE, lib.loc = lib.loc, : Package ‘class’ version 7.3.14 cannot be unloaded|"
"2015-11-27 19:02:59"	"CSimca"	0.587261247008022	0.58796816689897	0.591976331857571	35.4	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:03:34"	"dnn"	0.537858508381185	0.528105750640709	0.528105919133847	25.3	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:03:37"	"elm"	0.598005795234653	0.573067757744706	0.574036383474265	2.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:04:51"	"gamLoess"	0.651844277716232	0.655042489096713	0.657861054575211	76.4	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:05:57"	"gamSpline"	0.655394728094087	0.65613056966863	0.659644558215657	64.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:06:03"	"glmnet"	0.641587322138202	0.64387392653208	0.647474768669087	5.3	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:06:28"	"glmStepAIC"	0.641787614625646	0.643586169686615	0.647831469397176	24.3	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:07:50"	"hda"	0.584690092694005	0.578526145407131	0.579680647936381	92	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:08:02"	"hdda"	0.579767782252254	0.575189964480014	0.577687320338236	2.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:08:04"	"kernelpls"	0.621081989094411	0.631248594937278	0.630604922470048	2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:08:29"	"knn"	0.608656974495484	0.608147115687244	0.606684991292306	33	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:08:40"	"pam"	0.57207707883771	0.574947169641653	0.572567615770369	2.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:09:38"	"parRF"	0.648098318308543	0.655087451103817	0.655175307916658	59.2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:09:43"	"PART"	0.59643059865229	0.62115012814172	0.624142344572903	4.5	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:15:04"	"partDSA"	0.560934873906685	0.550586754192707	0.549214209278415	320.4	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:15:57"	"RSimca"	0.538650145741989	0.541909086821636	0.540170796701567	61.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:16:07"	"sda"	0.632219943849385	0.636455195359921	0.640886296397323	1.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:16:13"	"sdwd"	0.6212772442825	0.621311991367295	0.625799953838729	6	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:16:15"	"simpls"	0.624924905216353	0.631248594937278	0.630604922470048	2	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:16:17"	"slda"	0.610234008705103	0.608290994109977	0.609433685138169	1.9	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:16:22"	"sparseLDA"	0.626505154915745	0.631698215008318	0.637025535575652	4.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:24:19"	"svmPoly"	0.647801206066853	0.652389730677577	0.654021276149311	501.7	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:27:06"	"svmRadial"	0.640800662945909	0.652479654691785	0.656308357288235	168.8	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:29:55"	"svmRadialCost"	0.643755780982274	0.65207499662785	0.656287374892465	169	21	10142	111205	47659	"SUCCESS"
"2015-11-27 19:35:01"	"svmRadialWeights"	0.651745716724216	0.652119958634953	0.656266392496695	306.4	21	10142	111205	47659	"SUCCESS"
